evidence_tier	source_name	bigg_metabolite	target_name	formula	inchikey	proxy_for	n_rows_this_decision
unmappable_mixture	N-Methyltyramine, Dopamine, Serotonin, Histamine, Trigonelline (genuine barley biogenic amines/alkaloids at trace)						1
unmappable_mixture	Proteose peptone (No. 3)						1
unmappable_mixture	Synthetic amino-acid mix LACKING aspartate, asparagine (all other CAA amino acids present)						1
unmappable_mixture	Synthetic amino-acid mix LACKING glutamate, glutamine, proline, arginine (all other CAA amino acids present)						1
unmappable_mixture	Synthetic amino-acid mix LACKING serine, threonine, glycine (all other CAA amino acids present)						1
unmappable_mixture	Synthetic amino-acid mix LACKING threonine, glycine, serine, tryptophan, cysteine, alanine (all other CAA amino acids present)						1
unmappable_mixture	Vitamin solution (Wolin/DSM-141 type): biotin, folic acid, pyridoxine-HCl, thiamine-HCl, riboflavin, nicotinic acid, D-Ca-pantothenate, cyanocobalamin (B12), p-aminobenzoic acid, lipoic acid						1
unmappable_mixture	Vitamins (nicotinate, riboflavin, thiamin, (R)-pantothenate, pyridoxine, folate, biotin, cob(I)alamin, 4-aminobenzoate)						1
unmappable_mixture	chlorogenic/caffeoyl aspartic acid, syringic acid, vanillin, vanillate, benzoate (genuine phenolics/aroma)						1
unmappable_mixture	flavonoids/polyphenols: rutin, quercetin, kaempferol, catechin, epicatechin, chlorogenic acid, gallic acid, caffeic/ferulic acids (genuine, no BiGG met)						1
unmappable_mixture	gallic acid, ferulic acid, caffeic acid, p-coumaric acid, o-coumaric acid, syringic acid (genuine date phenolic acids, no BiGG met)						1
unmappable_mixture	glycine betaine, taurine, myo-inositol, carnitine/acylcarnitines, creatine/creatinine, kynurenine (genuine minor milk metabolites)						1
unmappable_mixture	kaempferol/quercetin/myricetin glycosides, genistein, glycitein, isoflavones (genuine flavonoids)						1
unmappable_mixture	phenolic acids: p-coumaric, trans-sinapic, caffeic, syringic, vanillic, 4-hydroxybenzoate, ferulate, vanillate (genuine)						1
unmappable_mixture	pipecolic acid, wyerone, p-coumaric/ferulic acid, prodelphinidin B3, geraldone, butein, astragalin (genuine phytochemicals, no BiGG met)						1
unmappable_mixture	quercetin, kaempferol, myricetin, isorhamnetin, apigenin, luteolin (genuine cabbage flavonoids)						1
unmappable_mixture	scopoletin, vanillin, vanillate, 4-hydroxybenzaldehyde, quercetin (genuine oat phenolics)						1
